Date,id,Gazole,SP95,SP98,E10,E85,GPLc,ID,Enseignes,Latitude,Longitude,CP,Adresse,Ville,Type,Enseigne
2024-02-13,67960001,1.799,1.809,1.849,0.0,0.0,0.0,67960001,Carrefour Contact,4853900.0,764900.0,67960,"5, Allée des Forgerons",ENTZHEIM,grande_marque,Carrefour
2024-07-07,50710001,1.699,1.814,1.869,0.0,0.0,0.0,50710001,Carrefour Market,4919900.0,-156800.0,50710,113 RUE DU HAUT CHEMIN,CREANCES,grande_marque,Carrefour
2024-02-10,59910001,1.769,1.849,0.0,0.0,0.0,0.0,59910001,Carrefour Market,5070600.0,310134.0,59910,AVENUE DU GENERAL DE GAULLE,BONDUES,grande_marque,Carrefour
2024-01-23,33640003,1.729,0.0,1.829,1.749,0.919,0.0,33640003,Carrefour Market,4470000.0,-46400.0,33640,Route Nationale 113,BEAUTIRAN,grande_marque,Carrefour
2024-08-07,22460003,1.749,1.879,1.911,1.847,0.0,0.0,22460003,Carrefour Express,4828100.0,-283900.0,22460,Rue du Parc Mail,Uzel,grande_marque,Carrefour
2024-02-18,49003001,1.803,0.0,1.885,1.811,0.0,0.0,49003001,Carrefour,4748900.0,-54400.0,49100,3 Boulevard Gaston Ramon,ANGERS,grande_marque,Carrefour
2024-02-13,35540007,1.829,1.839,1.879,0.0,0.0,0.0,35540007,Carrefour Contact,4851160.8144097,-189563.12928375,35540,17 Rue de la Libération,Miniac-Morvan,grande_marque,Carrefour
2024-01-25,35230007,1.749,0.0,1.876,1.752,0.0,0.0,35230007,Carrefour Contact,4799500.0,-162100.0,35230,"Rue D'orgeres, Zac De, La Grée",Bourgbarré,grande_marque,Carrefour
2024-05-03,62240004,1.734,0.0,2.004,1.902,0.0,0.0,62240004,Carrefour Market,5066900.0,182400.0,62240,ROUTE DE BOULOGNE,Desvres,grande_marque,Carrefour
2024-04-12,15500007,1.789,1.946,1.989,0.0,0.0,0.0,15500007,Carrefour Contact,4525400.0,319700.0,15500,63 AVENUE GENERAL DE GAULLE,MASSIAC,grande_marque,Carrefour
2024-08-04,17530003,1.559,1.751,1.763,0.0,0.0,0.0,17530003,Carrefour Contact,4574200.0,-112100.0,17530,17 avenue de la presqu'ile,ARVERT,grande_marque,Carrefour
2024-03-26,62150002,1.832,0.0,1.908,1.809,0.0,0.0,62150002,Carrefour Contact,5045400.0,253200.0,62150,68 RUE DE LA GARE,HOUDAIN,grande_marque,Carrefour
2024-05-03,1150001,1.72,0.0,1.979,1.885,0.0,0.0,1150001,Carrefour Market,4590200.0,534600.0,1150,8 RUE DE L'INDUSTRIE,LAGNIEU,grande_marque,Carrefour
2024-05-21,64260002,1.719,1.929,1.995,0.0,0.0,0.0,64260002,Carrefour Market,4310900.0,-43200.0,64260,22 rue du Parc National,ARUDY,grande_marque,Carrefour
2024-02-13,18400004,1.815,1.859,1.885,0.0,0.0,0.0,18400004,Carrefour Market,4699600.0,224900.0,18400,Rue Jean Moulin,SAINT-FLORENT-SUR-CHER,grande_marque,Carrefour
2024-06-20,42420001,1.704,1.847,1.904,0.0,0.0,0.0,42420001,Carrefour Market,4551000.0,457400.0,42420,RUE D'ASSAILLY,LORETTE,grande_marque,Carrefour
2024-04-23,28000001,1.698,0.0,1.956,1.855,0.849,0.0,28000001,Carrefour,4845100.0,151600.0,28000,AVENUE MARCEL PROUST,CHARTRES,grande_marque,Carrefour
2024-01-21,91610001,1.749,1.819,1.849,0.0,0.0,0.0,91610001,Carrefour Market,4853100.0,238800.0,91610,Z.A.C. de l'Aunaye,Ballancourt-sur-Essonne,grande_marque,Carrefour
2024-05-08,43170003,1.749,1.979,0.0,1.959,0.0,0.0,43170003,Carrefour Contact,4496351.0,354460.0,43170,rue louis amargier route de lahgeac,Saugues,grande_marque,Carrefour
2024-07-18,56380001,1.67,0.0,1.855,1.776,0.895,0.0,56380001,Carrefour Market,4794146.0,-213503.0,56380, Résidence de Coëtquidan,GUER,grande_marque,Carrefour
2024-05-28,32130003,1.699,1.919,1.949,0.0,0.0,0.0,32130003,Carrefour Contact,4348982.65,93190.67,32130,ALLEE JEAN CAHUZAC,Samatan,grande_marque,Carrefour
2024-01-02,93240001,1.873,1.887,1.972,1.859,0.977,0.0,93240001,Carrefour,4894900.0,238500.0,93240,80 BOULEVARD MAXIME GORKI,STAINS,grande_marque,Carrefour
2024-07-20,79260004,1.719,1.839,1.879,0.0,0.0,0.0,79260004,Carrefour Contact,4635519.0,-31186.0,79260, Allée de la Communauté,LA CRèCHE,grande_marque,Carrefour
2024-07-02,64260002,1.709,1.859,1.929,0.0,0.0,0.0,64260002,Carrefour Market,4310900.0,-43200.0,64260,22 rue du Parc National,ARUDY,grande_marque,Carrefour
2024-06-10,36130001,1.719,1.869,1.946,1.839,0.0,0.0,36130001,Carrefour Market,4681900.0,174600.0,36130,ZAC DU GRAND DEOLS,Déols,grande_marque,Carrefour
2024-02-20,67690001,1.829,1.839,1.889,0.0,0.0,0.0,67690001,Carrefour Contact,4890243.0,796984.0,67690,1 Rue Principale,HATTEN,grande_marque,Carrefour
2024-02-03,72320004,1.809,1.829,1.869,0.0,0.0,0.0,72320004,Carrefour Contact,4806828.09,73174.49,72320,Route de la Ferté Bernard,VIBRAYE,grande_marque,Carrefour
2024-07-22,51500004,1.799,1.969,2.009,0.0,1.069,0.0,51500004,Carrefour,4916166.26,408109.998,51500,8 RUE DE PUISIEULX,Ludes,grande_marque,Carrefour
2024-02-16,78700002,1.859,1.869,1.899,0.0,0.0,0.0,78700002,Carrefour Market,4900644.751,211854.078,78700,10 Place de la Liberté et du 8 Mai 1945,Conflans-Sainte-Honorine,grande_marque,Carrefour
2024-01-13,72430002,1.769,1.829,1.849,0.0,0.0,0.0,72430002,Carrefour Contact,4785987.7366746,-10324.861539622,72430,ZA LE TERTRE,Noyen-sur-Sarthe,grande_marque,Carrefour
2024-03-31,77000003,1.779,1.929,1.969,1.889,0.0,0.0,77000003,Carrefour Market,4852528.0,269402.349348,77000,RUE DES TROIS RODES,VAUX-LE-PéNIL,grande_marque,Carrefour
2024-01-24,54000013,1.767,1.824,1.871,0.0,0.0,0.0,54000013,Carrefour Express,4868939.2259323,616175.66153138,54000,6 Avenue de Boufflers,Nancy,grande_marque,Carrefour
2024-01-29,71500002,1.803,1.866,1.914,0.0,0.0,0.0,71500002,Carrefour Market,4662500.0,523900.0,71500,Route de Beaufort,LOUHANS,grande_marque,Carrefour
2024-02-16,72540001,1.845,1.885,1.919,0.0,0.0,0.0,72540001,Carrefour Contact,4799300.0,-15400.0,72540,"27, rue de la Libération",Loué,grande_marque,Carrefour
2024-05-13,18100015,1.735,1.899,1.965,0.0,0.0,0.0,18100015,Carrefour Market,4722147.3011548,206528.97018218,18100,11 rue du 11 novembre,VIERZON,grande_marque,Carrefour
2024-01-30,50110006,1.74,1.8,1.84,0.0,0.0,0.0,50110006,Carrefour Contact,4965345.9148478,-154932.46887909,50110,2F Route de DENNEVILLE,DIGOSVILLE,grande_marque,Carrefour
2024-06-05,53160002,1.695,1.865,1.919,0.0,0.0,0.0,53160002,Carrefour Contact,4825900.0,-37300.0,53160,zi de l'aubriere,Bais,grande_marque,Carrefour
2024-07-14,21800010,1.709,1.859,1.919,0.0,0.0,0.0,21800010,Carrefour Market,4730311.3001183,512146.3690616,21800,4 rue buffon,Chevigny-Saint-Sauveur,grande_marque,Carrefour
2024-07-02,51260005,1.899,1.979,1.999,0.0,0.0,0.0,51260005,Carrefour Express,4858900.0,381300.0,51260,38 rue de sezanne,Anglure,grande_marque,Carrefour
2024-05-16,63300001,1.715,1.924,1.965,1.879,0.0,0.0,63300001,Carrefour,4583900.0,351000.0,63300,rue François Truffaut,Thiers,grande_marque,Carrefour
2024-08-01,79300001,1.649,1.827,0.0,1.749,0.0,0.0,79300001,Carrefour Market,4683500.0,-48200.0,79300,27 Boulevard de l'Europe,BRESSUIRE,grande_marque,Carrefour
2024-07-25,65370002,1.717,1.865,1.917,0.0,0.0,0.0,65370002,Carrefour Contact,4302400.0,60300.0,65370,ROUTE NATIONALE,Loures-Barousse,grande_marque,Carrefour
2024-03-11,53500004,1.749,1.845,0.0,1.829,0.0,0.0,53500004,Carrefour Market,4829239.99416,-92665.4863355,53500,La Hainaud,ERNEE,grande_marque,Carrefour
2024-04-14,36150001,1.83,0.0,0.0,0.0,0.0,0.0,36150001,Carrefour Market,4706879.0,180729.0,36150,Route de Chateauroux,VATAN,grande_marque,Carrefour
2024-06-24,50710001,1.668,1.788,0.0,0.0,0.0,0.0,50710001,Carrefour Market,4919900.0,-156800.0,50710,113 RUE DU HAUT CHEMIN,CREANCES,grande_marque,Carrefour
2024-03-05,62160001,1.845,1.94,2.0,0.0,0.0,0.0,62160001,Carrefour Market,5044300.0,269600.0,62160,Impasse de l'Épinette,AIX-NOULETTE,grande_marque,Carrefour
2024-05-28,41210000,1.699,1.899,1.959,0.0,0.0,0.0,41210000,Carrefour Contact,4752500.0,181300.0,41210,Lieu-dit La Croûte,Neung-sur-Beuvron,grande_marque,Carrefour
2024-06-18,40370001,1.769,1.959,0.0,0.0,0.0,0.0,40370001,Carrefour Express,4392756.0,-92096.0,40370,73 rue Frédéric Bastiat,Rion-des-Landes,grande_marque,Carrefour
2024-08-10,89190006,1.654,1.856,1.809,0.0,0.0,0.0,89190006,Carrefour Contact,4823718.34,355241.73,89190,Avenue de la gare,Villeneuve-l'Archevêque,grande_marque,Carrefour
2024-05-04,77430001,1.769,0.0,1.995,1.897,0.0,0.0,77430001,Carrefour Market,4839575.0,279896.0,77430,2 RUE JEAN COCTEAU,CHAMPAGNE-SUR-SEINE,grande_marque,Carrefour
2024-01-18,50710001,1.679,0.0,1.849,0.0,0.0,0.0,50710001,Carrefour Market,4919900.0,-156800.0,50710,113 RUE DU HAUT CHEMIN,CREANCES,grande_marque,Carrefour
2024-02-12,83300003,1.783,0.0,1.922,1.85,0.0,0.0,83300003,Carrefour,4353200.0,645600.0,83300,ZI SAINT HERMENTAIRE,DRAGUIGNAN,grande_marque,Carrefour
2024-05-19,8400004,1.699,1.889,1.939,1.859,0.0,0.0,8400004,Carrefour Market,4940500.0,469700.0,8400,Rue Verte,VOUZIERS,grande_marque,Carrefour
2024-01-03,62138002,1.664,1.768,1.835,1.704,0.932,0.0,62138002,Carrefour,5051000.0,278400.0,62138,ZAC DES FLANDRES,AUCHY-LES-MINES,grande_marque,Carrefour
2024-07-18,59630002,1.699,1.829,0.0,0.0,0.939,0.0,59630002,Carrefour Market,5093921.0,219998.0,59630,CHEMIN DE LA VIEILLE COLME,BOURBOURG,grande_marque,Carrefour
2024-01-22,85000002,1.69,0.0,1.8,1.721,0.0,0.0,85000002,Carrefour,4666498.063047,-145227.30197907,85000,5 rue des Platanes,LA ROCHE-SUR-YON,grande_marque,Carrefour
2024-01-03,76730001,1.749,1.789,1.799,0.0,0.0,0.0,76730001,Carrefour Contact,4979000.0,99800.0,76730,ROUTE D'ABLEMONT,BACQUEVILLE-EN-CAUX,grande_marque,Carrefour
2024-07-24,77130006,1.695,0.0,1.888,1.807,0.0,0.0,77130006,Carrefour,4839853.91824,295158.027595,77130,BOULEVARD DIDEROT,MONTEREAU-FAULT-YONNE,grande_marque,Carrefour
2024-05-27,65170002,1.721,1.921,1.965,0.0,0.0,0.0,65170002,Carrefour Market,4282800.0,33300.0,65170,ROUTE DE VIELLE AURE,Bourisp,grande_marque,Carrefour
2024-07-20,38120001,1.696,0.0,1.917,1.799,0.0,0.0,38120001,Carrefour,4524000.0,566400.0,38120,1 Rue des Abattoirs,SAINT-ÉGRèVE,grande_marque,Carrefour
2024-01-05,58200002,1.739,1.819,1.859,0.0,0.0,0.0,58200002,Carrefour Market,4739000.0,292300.0,58200,RN7 COSNE SUD,COSNE-COURS-SUR-LOIRE,grande_marque,Carrefour
2024-06-21,53000006,1.702,0.0,1.859,1.789,0.0,0.0,53000006,Carrefour Market,4806828.48174,-76181.8336311,53000,61 Boulevard Félix Grat,LAVAL,grande_marque,Carrefour
2024-04-02,29340002,1.712,1.861,0.0,1.799,0.0,0.0,29340002,Carrefour Market,4784604.0,-368699.0,29340,1 route de quimperle,Riec-sur-Belon,grande_marque,Carrefour
2024-05-13,62116001,1.749,1.973,2.042,0.0,0.0,0.0,62116001,Carrefour Contact,5014800.0,271700.0,62116,62 RUE DE DIERVILLE,Bucquoy,grande_marque,Carrefour
2024-05-11,56190011,1.699,1.909,1.965,0.0,0.995,0.999,56190011,Carrefour Market,4756016.876,-250584.059,56190,ZAC DE TOULAN,Ambon,grande_marque,Carrefour
2024-01-10,68460002,1.709,1.769,1.819,0.0,0.0,0.0,68460002,Carrefour Express,4775927.8194842,727887.08436523,68460,5 Rue Aristide BRIAND,Lutterbach,grande_marque,Carrefour
2024-01-08,33420002,1.699,0.0,1.809,1.739,0.979,0.0,33420002,Carrefour Market,4482970.56195,-19038.8244327,33420,PEY DU PRAT,GRéZILLAC,grande_marque,Carrefour
2024-08-09,14290001,1.659,0.0,1.839,1.769,0.899,0.0,14290001,Carrefour Market,4902400.0,41300.0,14290,RTE DE BERNAY,ORBEC,grande_marque,Carrefour
2024-07-14,62116001,1.737,1.849,1.929,0.0,0.0,0.0,62116001,Carrefour Contact,5014800.0,271700.0,62116,62 RUE DE DIERVILLE,Bucquoy,grande_marque,Carrefour
2024-06-28,13120001,1.721,0.0,1.903,1.82,0.799,0.0,13120001,Carrefour Market,4346500.0,546400.0,13120,Petit Chemin d'Aix,Gardanne,grande_marque,Carrefour
2024-02-05,25420006,1.799,0.0,1.89,1.799,0.0,0.0,25420006,Carrefour Contact,4747453.7741827,672954.97381,25420,grande rue,Dampierre-sur-le-Doubs,grande_marque,Carrefour
2024-06-04,86580002,1.699,1.889,1.935,0.0,0.0,0.0,86580002,Carrefour Contact,4657109.72,27208.73,86580,13 place de la croix cadet,Vouneuil-sous-Biard,grande_marque,Carrefour
2024-04-17,14800006,1.765,0.0,1.969,0.0,0.0,0.0,14800006,Carrefour,4934700.0,9500.0,14800,Route Nationale,TOUQUES,grande_marque,Carrefour
2024-03-07,62800001,1.74,1.862,1.879,1.838,0.989,0.0,62800001,Carrefour,5042200.0,277400.0,62800,2 Rue Marie Liétard,LIévin,grande_marque,Carrefour
2024-06-29,60210002,1.695,1.814,1.869,0.0,0.0,0.0,60210002,Carrefour Market,4966000.0,194100.0,60210,RUE EUGENE ST FUSCIEN,GRANDVILLIERS,grande_marque,Carrefour
2024-04-26,28800001,1.738,0.0,1.981,1.897,0.0,0.0,28800001,Carrefour Market,4818700.0,139100.0,28800,2 rue denis papin za de la louveterie,BONNEVAL,grande_marque,Carrefour
2024-01-06,69550001,1.739,0.0,1.849,1.779,0.0,0.0,69550001,Carrefour Market,4598163.0,433531.0,69550,Z.i. la Gaité,Amplepuis,grande_marque,Carrefour
2024-06-01,38360001,1.709,1.87,1.964,1.844,0.908,0.0,38360001,Carrefour Market,4521800.0,566300.0,38360,Rue du 19 mars 1962,SASSENAGE,grande_marque,Carrefour
2024-03-02,69132001,1.769,1.903,1.93,1.829,0.998,0.949,69132001,Carrefour,4578700.0,477700.0,69130,Avenue du Bon Pasteur,ÉCULLY,grande_marque,Carrefour
2024-04-16,59670001,1.829,1.869,1.919,0.0,0.0,0.0,59670001,Carrefour Contact,5079772.2204962,249356.18899882,59670,769 avenue Albert Mahieu,Cassel,grande_marque,Carrefour
2024-01-07,3300001,1.723,1.832,1.873,0.0,0.0,0.0,3300001,Carrefour Market,4613843.645,344866.775,3300,RTE DE CHARMEIL,CUSSET,grande_marque,Carrefour
2024-02-16,23230001,1.839,1.869,1.909,0.0,0.0,0.0,23230001,Carrefour Market,4619516.0,223891.0,23230, Avenue du Berry,GOUZON,grande_marque,Carrefour
2024-05-14,62180004,1.695,0.0,1.958,1.835,0.999,0.0,62180004,Carrefour Market,5040154.8,165032.437,62180,LES ALLEES,VERTON,grande_marque,Carrefour
2024-04-11,78700002,1.831,1.949,1.989,0.0,0.0,0.0,78700002,Carrefour Market,4900644.751,211854.078,78700,10 Place de la Liberté et du 8 Mai 1945,Conflans-Sainte-Honorine,grande_marque,Carrefour
2024-07-14,12400001,1.684,0.0,1.885,1.781,0.797,0.965,12400001,Carrefour Market,4395800.0,287000.0,12400,Lotissement de Vaxergues,SAINT-AFFRIQUE,grande_marque,Carrefour
2024-06-04,7140001,1.679,1.899,1.969,0.0,0.0,0.0,7140001,Carrefour Market,4440600.0,413700.0,7140,Centre Commercial La Clairette,LES VANS,grande_marque,Carrefour
2024-02-17,67160003,1.789,1.799,1.859,1.789,0.0,0.0,67160003,Carrefour Contact,4897167.5,799146.48,67160,2 BIS RUE DE LA PAIX,Seebach,grande_marque,Carrefour
2024-06-14,14480001,1.659,0.0,1.869,1.769,0.0,0.0,14480001,Carrefour Contact,4928000.0,-53500.0,14480,1 rue du grand clos,Creully sur seulles,grande_marque,Carrefour
2024-06-07,95290001,1.658,0.0,1.878,1.779,0.849,0.0,95290001,Carrefour,4912400.0,224800.0,95290,BOULEVARD TILSIT,L'ISLE-ADAM,grande_marque,Carrefour
2024-06-14,77130006,1.669,0.0,1.869,1.779,0.0,0.0,77130006,Carrefour,4839853.91824,295158.027595,77130,BOULEVARD DIDEROT,MONTEREAU-FAULT-YONNE,grande_marque,Carrefour
2024-02-27,88025001,1.802,1.88,1.897,1.826,0.0,0.0,88025001,Carrefour,4820000.0,648000.0,88000,33 ROUTE DU SAUT LE CERF,EPINAL - JEUXEY,grande_marque,Carrefour
2024-03-08,67160003,1.749,1.815,1.859,1.789,0.0,0.0,67160003,Carrefour Contact,4897167.5,799146.48,67160,2 BIS RUE DE LA PAIX,Seebach,grande_marque,Carrefour
2024-04-18,1200001,1.789,0.0,2.019,1.921,0.0,0.0,1200001,Carrefour Market,4610600.0,582300.0,1200,69 Rue de la République,Bellegarde-sur-Valserine,grande_marque,Carrefour
2024-07-21,84550003,1.729,0.0,0.0,1.849,0.0,0.0,84550003,Carrefour Market,4419700.0,473700.0,84550,Route d'orange,Mornas,grande_marque,Carrefour
2024-07-07,59129003,1.708,0.0,1.879,1.783,0.829,0.0,59129003,Carrefour Market,5019200.0,338500.0,59129,79 Rue Sadi Carnot,Avesnes-les-Aubert,grande_marque,Carrefour
2024-07-12,22960001,1.719,0.0,1.889,1.799,0.0,0.0,22960001,Carrefour Market,4844553.832,-275129.545,22960,"2, RUE DU CHALLONGE",PLEDRAN,grande_marque,Carrefour
2024-03-11,8330002,1.889,1.909,1.949,0.0,0.0,0.0,8330002,Carrefour Contact,4973500.0,485000.0,8330,12 RUE PIERRE VIENOT,VRIGNE-AUX-BOIS,grande_marque,Carrefour
2024-06-22,80320001,1.69,0.0,1.89,1.79,0.0,0.0,80320001,Carrefour Market,4981593.0,280259.0,80320,34 RUE ROGER SALENGRO,CHAULNES,grande_marque,Carrefour
2024-02-29,3630004,1.809,0.0,1.899,0.0,0.0,0.0,3630004,Carrefour Market,4635500.0,262100.0,3630,51 RUE DE LA REPUBLIQUE,DESERTINES,grande_marque,Carrefour
2024-03-17,44630002,1.789,1.829,1.876,0.0,0.0,0.0,44630002,Carrefour Contact,4754254.28,-188270.17,44630,11 bis rue charles perron,Plessé,grande_marque,Carrefour
2024-07-24,81000010,1.695,1.884,1.912,0.0,0.0,0.0,81000010,Carrefour Contact,4393100.0,218300.0,81000,3 rue des trois buissons,Albi,grande_marque,Carrefour
2024-01-04,56550003,1.753,1.78,1.801,0.0,0.0,0.0,56550003,Carrefour Contact,4771000.0,-310600.0,56550,ROUTE DE L'OCEAN,Locoal-Mendon,grande_marque,Carrefour
2024-02-04,45450003,1.799,1.829,1.875,0.0,0.0,0.0,45450003,Carrefour Contact,4792396.18,213571.39,45450,69 rue de l'enfer,fay aux loges,grande_marque,Carrefour
2024-04-18,62160002,1.769,1.92,1.983,0.0,0.0,0.0,62160002,Carrefour Market,5044800.0,272000.0,62160,18 rue Casimir Beugnet,BULLY-LES-MINES,grande_marque,Carrefour
2024-04-18,2000003,1.787,1.931,1.998,0.0,0.0,0.0,2000003,Carrefour Market,4957005.31713,360820.562241,2000,16 RUE FERNAND CHRIST,LAON,grande_marque,Carrefour
2024-05-17,8230001,1.719,1.949,1.979,0.0,0.0,0.0,8230001,Carrefour Market,4992799.55609,452567.373636,8230,Route de la Petite Chapelle,ROCROI,grande_marque,Carrefour
2024-04-01,44220005,1.768,1.846,0.0,1.795,0.0,0.0,44220005,Carrefour Market,4721363.0,-172222.0,44220, Boulevard Paul Langevin,COUERON,grande_marque,Carrefour
2024-06-06,59290001,1.691,0.0,0.0,1.779,0.905,0.899,59290001,Carrefour,5068194.96755,312810.003573,59290,AVENUE DU GRAND COTTIGNIES,WASQUEHAL,grande_marque,Carrefour
2024-05-06,74400001,1.85,1.999,0.0,0.0,0.0,0.0,74400001,Carrefour Market,4591200.0,686100.0,74400,Route Blanche,CHAMONIX-MONT-BLANC,grande_marque,Carrefour
2024-07-14,88230002,1.699,1.799,1.859,0.0,0.0,0.0,88230002,Carrefour Market,4818300.0,700400.0,88230,14 Rue du Général Ingold,Fraize,grande_marque,Carrefour
2024-06-06,42210001,1.695,1.867,1.905,0.0,0.0,0.0,42210001,Carrefour Market,4564400.0,423400.0,42210,114 Rue du Rival,MONTROND-LES-BAINS,grande_marque,Carrefour
2024-06-11,64260002,1.689,1.859,1.929,0.0,0.0,0.0,64260002,Carrefour Market,4310900.0,-43200.0,64260,22 rue du Parc National,ARUDY,grande_marque,Carrefour
2024-07-27,57100001,1.742,0.0,1.912,1.838,0.0,0.0,57100001,Carrefour Market,4937932.99391,617033.70379,57100,1 route de Mondorf,MANOM,grande_marque,Carrefour
2024-06-11,2300002,1.649,1.819,1.849,0.0,0.0,0.0,2300002,Carrefour Market,4959100.0,323400.0,2300,CHEMIN DEPARTEMENTAL 937,AUTREVILLE,grande_marque,Carrefour
2024-04-27,69480005,1.719,0.0,1.999,1.899,0.949,0.0,69480005,Carrefour Market,4594300.0,471500.0,69480,Route de Villefranche,ANSE,grande_marque,Carrefour
2024-03-04,65240001,1.799,1.899,1.949,0.0,0.0,0.0,65240001,Carrefour Contact,4289922.58853,35364.2473678,65240,LIEU DIT PLAS,ARREAU,grande_marque,Carrefour
2024-02-15,59290001,1.847,0.0,0.0,1.829,0.979,0.908,59290001,Carrefour,5068194.96755,312810.003573,59290,AVENUE DU GRAND COTTIGNIES,WASQUEHAL,grande_marque,Carrefour
2024-08-07,81370001,1.658,0.0,1.868,1.798,0.849,0.0,81370001,Carrefour Market,4377000.0,167300.0,81370,254 Avenue des Terres Noires,SAINT-SULPICE-LA-POINTE,grande_marque,Carrefour
2024-02-23,42500001,1.849,1.869,1.929,0.0,0.0,0.0,42500001,Carrefour Market,4539672.290097,432354.22642679,42500,5 RUE EMILE ZOLA,LE CHAMBON-FEUGEROLLES,grande_marque,Carrefour
2024-04-15,80320001,1.795,0.0,1.999,1.905,0.0,0.0,80320001,Carrefour Market,4981593.0,280259.0,80320,34 RUE ROGER SALENGRO,CHAULNES,grande_marque,Carrefour
2024-01-06,78500001,1.731,1.815,1.859,1.785,0.959,0.0,78500001,Carrefour,4894800.0,219800.0,78500,AVENUE ROBERT SHUMANN,SARTROUVILLE,grande_marque,Carrefour
2024-07-21,35136004,1.671,0.0,1.846,1.766,1.065,0.0,35136004,Carrefour Market,4808200.0,-171200.0,35136,14 COURS CAMILLE CLAUDEL,ST JACQUES DE LA LANDE,grande_marque,Carrefour
2024-01-30,74700001,1.82,1.898,1.946,1.854,0.0,0.0,74700001,Carrefour,4595300.0,662900.0,74700,1751 Avenue de Genève,SALLANCHES,grande_marque,Carrefour
2024-02-19,13530001,1.819,1.899,0.0,0.0,0.899,0.0,13530001,Carrefour Market,4345200.0,568100.0,13530,Z.a.c. de la Burlière,TRETS,grande_marque,Carrefour
2024-06-07,51600003,1.799,1.96,1.999,0.0,0.0,0.0,51600003,Carrefour Contact,4912800.0,453600.0,51600,10 AVENUE DU GENERAL LECLERC,SUIPPES,grande_marque,Carrefour
2024-03-25,53002001,1.759,1.88,1.915,1.839,0.919,0.0,53002001,Carrefour,4807900.0,-79900.0,53000,46 avenue de lattre de tassigny,LAVAL,grande_marque,Carrefour
2024-05-17,69530002,1.699,1.929,1.964,0.0,0.0,0.0,69530002,Carrefour Contact,4566800.0,475400.0,69530,213 Rue Général de Gaulle,Brignais,grande_marque,Carrefour
2024-06-23,77120004,1.759,1.87,1.93,0.0,0.0,0.0,77120004,Carrefour Market,4881675.0,305222.0,77120,RN 34,Mouroux,grande_marque,Carrefour
2024-05-12,93606001,1.753,1.931,1.987,1.914,0.9,0.0,93606001,Carrefour,4895500.0,247600.0,93600,ZONE DE PARINOR SECTEUR N°2,AULNAY-SOUS-BOIS,grande_marque,Carrefour
2024-02-26,51430002,1.781,1.889,1.899,1.829,0.92,0.0,51430002,Carrefour,4925403.6765205,397585.14761331,51430,RN 31,TINQUEUX,grande_marque,Carrefour
2024-07-19,30330001,1.713,0.0,1.931,1.82,0.798,0.0,30330001,Carrefour Market,4415673.0,462264.0,30200,AVENUE DE LA MAYRE,BAGNOLS-SUR-CèZE,grande_marque,Carrefour
2024-02-03,1000008,1.767,1.869,1.898,1.785,0.894,0.0,1000008,Carrefour,4619900.0,524100.0,1000,Bd Charles de Gaulle,BOURG-EN-BRESSE,grande_marque,Carrefour
2024-07-03,27120001,1.719,1.819,1.915,0.0,0.0,0.0,27120001,Carrefour Market,4901500.0,138500.0,27120,113 RUE ISAMBARD,PACY-SUR-EURE,grande_marque,Carrefour
2024-01-19,50550002,1.715,0.0,1.815,1.74,0.0,0.0,50550002,Carrefour Market,4958900.0,-128000.0,50550,1 rue marcel pignot,Saint-Vaast-la-Hougue,grande_marque,Carrefour
2024-03-14,40190003,1.819,1.929,1.959,0.0,0.0,0.0,40190003,Carrefour Market,4388500.0,-30700.0,40190,AVENUE JEAN JAURES,VILLENEUVE-DE-MARSAN,grande_marque,Carrefour
2024-06-18,11200001,1.609,1.799,1.839,1.749,0.0,0.0,11200001,Carrefour Market,4318900.0,275300.0,11200,AVENUE DES CORBIERES,LéZIGNAN-CORBIèRES,grande_marque,Carrefour
2024-05-28,50300001,1.72,0.0,1.949,1.849,0.9,0.899,50300001,Carrefour,4865285.8767159,-135003.0743481,50300,PARC D'ACTIVITE DE LA BAIE,Saint-Martin-des-Champs,grande_marque,Carrefour
2024-05-29,42800001,1.667,1.857,1.917,0.0,0.0,0.0,42800001,Carrefour Market,4552641.0,460850.0,42800, Rue Jean-Baptiste Berlier,RIVE-DE-GIER,grande_marque,Carrefour
2024-02-08,62370001,1.795,1.842,1.895,0.0,0.0,0.0,62370001,Carrefour Market,5087400.0,207500.0,62370,1000 AVENUE DES ALLIES,AUDRUICQ,grande_marque,Carrefour
2024-03-04,69680002,1.777,1.873,1.899,0.0,0.0,0.0,69680002,Carrefour Market,4573704.0,497295.0,69680,44 Route de Genas,CHASSIEU,grande_marque,Carrefour
2024-07-29,42410004,1.695,0.0,1.909,1.829,0.0,0.0,42410004,Carrefour Contact,4541800.0,468200.0,42410,ZAC NOTRE DAME,Pélussin,grande_marque,Carrefour
2024-07-06,11160003,1.649,1.829,1.879,0.0,0.0,0.0,11160003,Carrefour Market,4328458.3541238,257478.0754133,11160,Avenue Ernest Ferroul,Peyriac-Minervois,grande_marque,Carrefour
2024-01-21,33420002,1.719,0.0,1.799,1.749,0.929,0.0,33420002,Carrefour Market,4482970.56195,-19038.8244327,33420,PEY DU PRAT,GRéZILLAC,grande_marque,Carrefour
2024-03-07,32310004,1.775,0.0,1.965,1.885,0.0,0.0,32310004,Carrefour Contact,4386900.0,39200.0,32310,"Route D'Auche, Lieu Dit Haut Rege",Valence-sur-Baïse,grande_marque,Carrefour
